sentence,smell confidence,overt or impiled,smell words,,
"On the 27th {i.e. 12 to 17 days after he was exposed to the danger of infection at Lisbon) he was taken ill and applied to the Seamen's Hospital, and at once sent on to the Asylum Board's Hospital, and the case reported to your Officers.",0,,,,
"Workshops. * Number on Register 246 Inspected, Measured, &c. 186 Cleansed 34 Overcrowding abated 10 Water Closet accommodation provided 2 „ in connection with workroom abolished 3 „ cleansed 11 „ doors and seats repaired 3 „ water supply provided 2 „ ventilated 1 Drains amended and gully trap fixed 1 Dustbin provided 1 Dung accumulation removed 1 Laundry floor concreted 1 Complaints received 4 The whole of the works required in amendment of defects have been carried out without the service of notices.",weak,Implied,,Not a sentence,
It seems almost impossible to believe that the advantages from the experience of ship life can be at all commensurate with the danger to health from this source.,0,,,,
28 Canvey Island — — — — Measles - Previous cases Isolated at residence » »> Ditto — — — — Ditto - Ditto - Ditto Sept.,0,,,Not a sentence,
"BY R. KING BROWN, B.A.,M.D., D.P.H., Medical Officer of Health.",0,,,,
"On the hearing of the case, the Bench came to the conclusion that an offence had been committed, but dismissed the summons on the ground that the Port Regulations fixed the penalty at 51. ; whereas, the Public Health Act, under Section 125 of which these Regulations are framed, fixed it at 2/., and that this error made the Regulations bad in law.",0,,,,
"They were all visited by the Health Visitors, who instructed the mother in each case to immediately seek medical advice.",0,,,,
"Ditto Ditto Ditto Ditto (?) Ditto „ 23 Royal Albert Dock (Cons table's Co ttage), S. side Enteric Fever - (?) Met Asy.Hospital, Homerton „ 27 Ethiopia Str.",0,,,Not a sentence,
"These were included in his statistics, and will therefore account for the number of cases which have improved but have not been cured.",0,,,,
Diarrhœa. Deaths of Children under 1 year of age to 1.000 Births.,0,,,,
"Overcrowding was abated in 19 cases, without having to take any legal proceedings.",0,,,,
Number on register as transferred from London County Council 134 Number registered during the year 66 „ cancelled „ „ 17 „ on register at present 183 „ of inspections 503 „ of infectious cases in connection with Milkshops— Small Pox 1 Scarlet Fever 8 13 Diphtheria 1 Measles 1 Chicken Pox 2 Premises to cleanse 16 Floors concreted 4 New measures provided 6 Drains untrapped (galley traps fixed) 1 „ choked (cleared) 1 „ abolished 1 Dung accumulation removed 1 Slaughter Houses.,weak,Implied,,Not a sentence,
There is a large number of cases in Bermondsey which come under this designation.,0,,,,
"Proportion per cent, of the Total Number.",0,,,,
"11 There have been thus three definite importations of this disease, two from Marseilles and one from Buenos Ayres.",0,,,,
"Deaths at the subjoined ages of "" Residents "" whether occurring in or beyond the District.",0,,,,
"With this end in view, the Council has already started a Propaganda Department, the present staff being Dr. D. M. Connan, Deputy Medical Officer of Health (in charge), and one whole-time Clerk, and a separate office has been provided with the necessary equipment.",0,,,,
"The Milk (Mothers' and Children's) Orders, 1918, 1919.",0,,,,
These children came up for re-examination in a week and were not allowed to return to school until the examination proved negative.,0,,,,
"The low rates of Infant Mortality in 1920 are in part due to the absence of extreme temperatures in that year, both in summer and winter, and to the very slight prevalences of such diseases as measles, whooping cough, infantile diarrhoea, influenza, bronchitis, and pneumonia, which always have, when prevalent, such serious results for infants.",weak,implied,diarrhoea,,
Assessment of children and adults who are approved by the County Council for institutional treatment.,0,,,,
"For these it is their bounden duty to provide, a duty which they should certainly be legally forced to fulfil, and if it answers their purpose to arrange with the Port Sanitary Authority to perform their work, they must be prepared to pay liberally for the privilege.",0,,,,
"I am, Ladies and Gentlemen, Your obedient servant, R. KING BROWN. 1.—VITAL STATISTICS. Population.",0,,,,
"Mr. C. W. Whye, General Clerk.",0,,,,
"It is also proposed to erect sixteen arc lamps, which could be used for artificial sunlight treatment when natural sunlight is not available.",0,,,,
"Jone 14 Persian Monarch "" New York "" Number.",0,,,,
"In Hospital 12 10 11 - - 2 1 There have been 12 cases, but in only one case was the vision impaired, and in this it amounted to total blindness.",0,,,,
"With regard to the other duties mentioned in this table, the staff find it much quicker and more convenient to deal directly with the various agents who could give assistance of any sort, and as a matter of fact the Red Cross Society prefer us to adopt this procedure with regard to cases of ex-soldiers.",0,,,,
"The following table shows the average Infantile Mortality Rates in 4-yearly periods in Chelsea since 1901, and the average number of annual deaths in these periods of children one to five years of age; also similar figures for the year 1920:— Infantile Mortality Deaths.",0,,,,
"This latter patient returned home in October, 1919, and remained almost continually under military treatment until May, 1920.",0,,,,
"Various reports were subsequently made to the Council and, as a result, they decided to send over six patientsthree women and three children —suffering from tuberculosis to Leysin.",0,,,,
Note.—This patient has been suffering from tuberculosis of the knee for about six years.,0,,,,
On the 8th December two boys with mumps were sent to the Hospital from the same ship.,0,,,,
"Of the total 20 cases, 18 made complete recoveries, 1 made incomplete recovery, and 1 infant remained blind of one eye.",0,,,,
"I asked Dr. Rollier what he thought of the practicability of using what sunlight we can get in Bermondsey for the treatment of patients, and he thought it would be very valuable combined with the open-air treatment.",weak,implied,open air,,
"Arrangements for ventilation shall be such that the temperature of the underground bakehouse from October 1st to May 31st shall not exceed 80° Fahr., except within half-anhour after a batch of bread has been drawn.",weak,implied,"ventilation, bakehouse, a batch of bread",,
"Number OF PLACES. Number of Inspections, 1924.",0,,,,
"Another point which occurs to me is that there are certain retailers in this Borough infringing the Food and Drugs Acts who cannot be brought to justice by the ordinary methods of sampling, and it is therefore necessary for the Inspectors engaged in this Department to adopt special methods, such as getting the ' agent ' to become a regular customer at the shop and taking unofficial samples for several weeks before the official sample is taken. "" This method, which I have always looked upon as most important has not been done by the District Inspectors, because it requires more time and thought than they can give to it along with the other work.",0,,,,
"In accordance with the arrangement made with the Chelsea District Nursing Association, 93 visits were made by the Association's Nurses to ten families who had a child or children ill with measles.",0,,,,
(The approved list excludes any retailer who has been convicted of an offence under the Sale of Food and Drugs Act).,0,,,,
"The great majority of milksellers in Bermondsey obtain their supplies from one of the milk ' combines.' As far as those who draw their milk from these sources are concerned it can be guaranteed that the milk has been ' cleaned ' (i.e., strained, and the cow-dung removed from it) and that it has been pasteurised before delivery to the retailer.",weak,implied,"milk, cow dung",,
"There is no question that could these cases be taken in hand, and given a few hours' treatment every week, we could reduce considerably, if not prevent, relapses.",0,,,,
"The case was at once diagnosed and removed to the ship's hospital, the forecastle being fumigated by the surgeon.",strong,implied,fumigated,,
"There are three other series of pictures in preparation dealing with tuberculosis, flies and health, and habits respectively.",weak,implied,flies,,
"July 3 [.ady - Hulk Thames Church Mission, 31, New Bridge Street.",0,,,,
Total Deaths registered in the District.,0,,,,
"3 - Oceana 93,170 Ditto Sydney 6 cases oranges.",0,,,,
"In London 160 cases of cerebro-spinal meningitis were notified in 1920, as against 205 in 1919, and 231 in 1918.",0,,,,
All the cases occurred in the first half of the year.,0,,,,
A considerable number of patients have been under treatment and the results have been encouraging.,0,,,,
"The subject is so important that it was felt by Dr. Salter, Dr. Connan and myself, who all attended the lecture, that a preliminary report should be made to this Committee.",0,,,,
